children__name,children__children__name,children__children__value,children__children__pct_software,children__children__pct_robot,children__children__pct_ai,children__colname,name
,Cooling and freezing equipment operators and tenders    * Ammonia Refrigeration Worker* Chiller Operator* Chiller Tender* Freezer Operator* Refrigerating Machine Operator* Refrigeration Operator,9.3999996,88,89,64,,
,Correctional officers and jailers    * Certified Detention Deputy* Convict Guard* Correction Officer* Correctional Guard* Correctional Sergeant* Detention Deputy* Detention Officer* Jail Guard* Juvenile Corrections Officer* Penal Officer* Prison Guard* Prison Officer,442,59,54,28,,
,Correspondence clerks    * Claims Correspondence Clerk* Correspondence Clerk* Correspondence Representative* Correspondence Transcriber* Customer Service Correspondence Clerk* Fan Mail Editor* Medicare Correspondence Representative* Student Loan Correspondent,6.8000002,2,1,2,,
,Costume attendants    * Costume Attendant* Theatrical Wardrobe Attendant* Theatrical Wardrobe Dresser* Wardrobe Assistant* Wardrobe Attendant* Wardrobe Custodian* Wardrobe Dresser* Wardrobe Supervisor,7.6999998,70,80,40,,
,Couriers and messengers    * Bank Courier* Bicycle Messenger* Courier* Court Messenger* Laboratory Courier* Office Messenger* Office Runner,121.8,30,68,13,,
,Court municipal and license clerks    * Circuit Court Clerk* City Clerk* Court Clerk* Courtroom Clerk* Deputy Court Clerk* Docket Clerk* Dog Licenser* License Clerk* Motor Vehicle License Clerk* Motor Vehicle Representative* Municipal Clerk* Tax Clerk* Township Clerk* Warrant Clerk,163.7,26,33,21,,
,Crane and tower operators    * Boom Crane Operator* Bridge Crane Operator* Cherry Picker Operator* Coal Tower Operator* Electric Crane Operator* Erecting Crane Operator* Monorail Crane Operator* Overhead Crane Operator* Port Crane Operator* Radio Control Crane Operator* Scrap Crane Operator* Tower Loader Operator* Woodyard Crane Operator,45.700001,98,96,89,,
,Credit authorizers checkers and clerks    * Charge Authorizer* Commercial Credit Reviewer* Credit Authorizer* Credit Charge Authorizer* Credit Checker* Credit Investigator* Credit Processor* Credit Rating Checker* Credit Reference Clerk* Credit Report Checker,26.9,7,6,14,,
,Crematory operators and personal care and service workers all other,111.3,,,,,
,Crushing grinding and polishing machine setters operators and tenders    * Beveling and Edging Machine Operator* Beveller Operator* Blanchard Grinder Operator* Crusher Plant Operator* Cullet Crusher and Washer* Industrial Coffee Grinder* Marble and Granite Polisher* Mix Crusher Operator* Pulverizer Operator,35.299999,92,66,33,,
,Customer service representatives    * Complaint Clerk* Contact Center Specialist* Customer Complaint Clerk* Customer Contact Specialist* Customer Relations Representative* Customer Support Representative* Gas Distribution and Emergency Clerk* Passenger Relations Representative* Policyholder Information Clerk* Warranty Clerk,3018.8,38,10,42,,
,Cutting and slicing machine setters operators and tenders    * Dog Food Shredder Operator* Glass Cutting Machine Operator* Insulation Cutter* Paper Cutter* Paper Slitter* Rubber Trimmer* Shearing Machine Tender* Trimming Operator,59.799999,62,78,52,,
,Cutting punching and press machine setters operators and tenders metal and plastic    * Crimping Machine Operator for Metal* Four Slide Machine Setter* Metal Punch Press Operator* Metal Slitter* Metal Stamper,195.7,72,77,80,,
,Data entry keyers    * Customs Entry Clerk* Data Entry Clerk* Data Input Clerk* Data Keyer* Data Processing Clerk* Data Typist* Key Punch Operator* Keypunch Operator* Keypuncher,172.39999,63,60,94,,
,Dental laboratory technicians    * Crown Ceramist* Crown and Bridge Dental Lab Technician* Crown and Bridge Technician* Dental Ceramist* Dental Laboratory Worker* Dental Mold Maker* Dental Technician* Orthodontic Technician,36.200001,87,91,81,,
,Detectives and criminal investigators    * Criminal Investigator* Deputy United States Marshal* FBI Investigator* Homicide Detective* Narcotics Detective* Narcotics Investigator* Police Detective,113.5,63,38,77,,
,Dispatchers except police fire and ambulance    * Airplane Dispatch Clerk* Auto Service Dispatcher* Bus Dispatcher* Crew Dispatcher* Maintenance Dispatcher* School Bus Dispatcher* Taxicab Dispatcher* Tow Truck Dispatcher* Train Dispatcher* Truck Dispatcher,204.60001,96,54,100,,
,Dredge operators    * Dredge Deckhand* Dredge Engineer* Dredge Mate* Dredge Operator* Dredger,1.6,99,96,83,,
,Drilling and boring machine tool setters operators and tenders metal and plastic    * Bore Mill Operator for Plastic* Boring Mill Operator for Metal* Drill Press Operator for Metal* Horizontal Boring Mill Operator for Metal* Radial Drill Operator for Plastic* Radial Drill Press Operator for Plastic* Reaming Machine Operator for Plastic,11.2,30,64,75,,
,Driver/sales workers    * Bakery Deliverer* Bobtailer* Delivery Sales worker* Newspaper Deliverer* Newspaper Delivery Driver* Pizza Delivery Driver* Route Sales Person* Route Salesperson* Sales Route Driver,487.39999,75,85,35,,
,Earth drillers except oil and gas; and explosives workers ordnance handling experts and blasters,25.299999,,,,,
,Electric motor power tool and related repairers    * AC/DC Rewinder* Armature Rewinder* Battery Repairer* Dynamo Repairer* Electric Motor Fitter* Electric Motor Rewinder* Electrical Parts Reconditioner,17.9,30,61,35,,
,Electrical electronic and electromechanical assemblers except coil winders tapers and finishers,291.70001,72,72,55,,
,Electrical power-line installers and repairers    * Electric Powerline Examiner* Electric Utility Lineworker* Electrical High Tension Tester* Electrical Lineworker* Power Lineworker* Underground Conduit Installer,115,67,75,44,,
,Electricians    * Chief Electrician* Control Electrician* Electrical Maintenance Worker* Electrical Sign Wirer* House Wirer* Licensed Electrician* Lighting Fixture Installer* Marine Electrician* Master Electrician* Solar Photovoltaic Electrician* Stage Electrician,739.20001,40,67,60,,
,Electronic equipment installers and repairers motor vehicles    * Auto Electrician* Auto Phone Installer* Auto Radio Mechanic* Automotive Electrician* Car Alarm Installer* Car Stereo Installer* GPS Car Navigation Installer* Mobile Electronics Installation Specialist,10.4,30,61,35,,
,Elevator and escalator installers and repairers    * Elevator Adjuster* Elevator Constructor* Elevator Installer* Elevator Mechanic* Elevator Repair and Maintenance Technician* Elevator Service Technician* Escalator Installer* Escalator Mechanic* Escalator Service Mechanic* Freight Elevator Erector* Hydraulic Elevator Constructor,28.9,100,98,100,,
,Eligibility interviewers government programs    * Medicare Interviewer* Public Housing Interviewer* Social Security Benefits Interviewer* Unemployment Benefits Claims Taker* Welfare Interviewer,147.5,5,1,21,,
,Engine and other machine assemblers    * Aircraft Engine Assembler* Assembling Motor Builder* Clutch Housing Assembler* Engine Builder* Gas Turbine Assembler* Generator Assembler* Jet Engine Assembler* Machine Builder* Sewing Machine Assembler* Steam Turbine Assembler* Truck Transmission Assembler* Truck Transmission Builder,45.900002,72,72,55,,
,Entertainment attendants and related workers all other    * Jockey Valet,4.8000002,70,80,40,,
,Etchers and engravers    * Engraver* Glass Etcher* Laser Engraver* Machine Engraver* Metal Engraver* Pantograph Engraver* Rotary Engraver* Rubber Engraver,12.9,72,91,34,,
,Excavating and loading machine and dragline operators surface mining,46.099998,75,80,82,,
,Executive secretaries and executive administrative assistants    * Executive Assistant,593.40002,33,43,9,,
,Exercise trainers and group fitness instructors    * Aerobics Instructor* Certified Personal Trainer* Fitness Trainer* Group Exercise Instructor* Group Fitness Instructor* Personal Fitness Trainer* Personal Trainer* Weight Trainer* Weight Training Instructor* Yoga Instructor* Yoga Teacher,373.70001,17,19,14,,
,Extruding and drawing machine setters operators and tenders metal and plastic    * Wire Drawing Machine Tender* Wire Mill Rover,77.400002,62,79,59,,
,Extruding and forming machine setters operators and tenders synthetic and glass fibers    * Drawbench Operator* Fiber Machine Tender* Synthetic Filament Extruder,19,93,58,84,,
,Extruding forming pressing and compacting machine setters operators and tenders    * Bowling Ball Molder* Brick Maker* Cigarette Stamper* Extrusion Press Operator* Paper Baling Machine Operator* Rubber Extrusion Operator* Sugar Presser* Tuber Operator,72.400002,62,79,59,,
,Fabric and apparel patternmakers    * Clothing Patternmaker* Embroidery Patternmaker* Fabric Pattern Grader,6,93,58,84,,
,Fallers    * Lumberjack* Pulpwood Cutter* Timber Cutter* Timber Faller* Timber Feller,7.1999998,91,81,55,,
,Farm equipment mechanics and service technicians    * Agricultural Equipment Mechanic* Combine Mechanic* Dairy Equipment Mechanic* Dairy Equipment Repairer* Harvester Mechanic* Irrigation Equipment Mechanic* Milking Machine Mechanic* Tractor Mechanic,40.799999,78,81,60,,
,Farmers ranchers and other agricultural managers    * Agricultural Crop Farm Manager* Animal Husbandry Manager* Aquaculture Farm Manager* Beef Farm Operator* Christmas Tree Farm Manager* Dairy Farm Manager* Fish Hatchery Manager* Greenhouse Manager* Hatchery Manager* Orchard Manager,952.29999,94,55,94,,
,Fiberglass laminators and fabricators,20.4,,,,,
,File clerks    * Cut File Clerk* Document Clerk* File Clerk* File Keeper* Index Clerk* Records Clerk,106.7,17,25,6,,
,Financial clerks all other    * Bank Vault Attendant* Bank Vault Clerk* Bank Vault Custodian* Financial Operations Clerk* Financial Reserve Clerk* Safe Deposit Clerk* Safety Deposit Clerk* Vault Teller,32.599998,,,,,
,First-line supervisors of construction trades and extraction workers    * Carpenter Supervisor* Drilling Foreman* Electrician Supervisor* Excavating Supervisor* Quarry Boss* Rig Supervisor* Roustabout Crew Leader* Segmental Paving Supervisor* Solar Panel Installation Supervisor,685,41,48,87,,
,First-line supervisors of correctional officers    * Chief Jailer* Correctional Officer Sergeant* Correctional Supervisor* Corrections Sergeant* Prison Guard Supervisor,48.700001,63,38,77,,
,First-line supervisors of farming fishing and forestry workers    * Animal Caretaker Supervisor* Aquacultural Worker Supervisor* Corn Crop Supervisor* Corral Boss* Cranberry Bog Supervisor* Farm Supervisor* Farrowing Manager* Feed Manager* Fish Hatchery Supervisor* Harvest Crew Supervisor* Harvest Manager* Logging Crew Supervisor* Picking Crew Supervisor* Planting Supervisor* Ranch Hand Supervisor,53.200001,82,60,100,,
,First-line supervisors of food preparation and serving workers    * Banquet Supervisor* Bar Manager* Cafeteria Manager* Dairy Bar Manager* Food Service Supervisor* Head Waiter* Head Waitress* Kitchen Supervisor,1039.3,67,9,26,,
,First-line supervisors of gambling services workers,58,50,26,68,,
,First-line supervisors of housekeeping and janitorial workers    * Building Cleaning Supervisor* Cleaning Staff Supervisor* Custodial Supervisor* Head Custodian* Head School Custodian* Janitor Supervisor* Maid Supervisor* Maintenance and Custodian Supervisor,231.89999,37,26,76,,
,First-line supervisors of landscaping lawn service and groundskeeping workers    * Gardening Supervisor* Greenskeeper Supervisor* Grounds Crew Supervisor* Grounds Foreman* Grounds Maintenance Supervisor* Head Greenskeeper* Horticultural Services Supervisor* Landscape Installation Foreman* Turf and Grounds Supervisor,170.7,15,25,35,,
,First-line supervisors of mechanics installers and repairers    * Automobile Body Repair Supervisor* Body Shop Supervisor* Electronic Maintenance Supervisor* Fleet Maintenance Supervisor* Heating Ventilation and Air Conditioning Supervisor* Oil Field Equipment Mechanic Supervisor* Railroad Car Repair Supervisor* Repair Department Supervisor,499.10001,70,51,94,,
,First-line supervisors of non-retail sales workers    * Blood Donor Recruiter Supervisor* Insurance Sales Supervisor* Radio Time Sales Supervisor* Real Estate Sales Supervisor* Stock Broker Supervisor* Telemarketer Supervisor* Telemarketing Manager* Telesales Supervisor,409.79999,28,20,61,,
,First-line supervisors of office and administrative support workers    * Accounts Payable Supervisor* Billing Department Supervisor* Billing Supervisor* Clerical Supervisor* Data Entry Supervisor* Medical Billing Supervisor* Office Services Supervisor* Payroll Supervisor* Records Supervisor* Teller Supervisor* Timekeeping Supervisor,1552.4,8,8,29,,
,First-line supervisors of personal service and entertainment and recreation workers except gambling services,313.10001,,,,,
,First-line supervisors of police and detectives    * Commanding Officer Homicide Squad* Detective Lieutenant* Detective Supervisor* Police Lieutenant* Traffic Lieutenant* Traffic Sergeant,126.1,21,47,29,,
,First-line supervisors of production and operating workers    * Assembly Line Supervisor* Assembly Supervisor* Die Cast Supervisor* Machine Assembler Supervisor* Machinist Supervisor* Molding Supervisor* Paper Machine Supervisor* Printing Supervisor* Printing Worker Supervisor* Tool Room Supervisor,648.90002,56,38,96,,
,First-line supervisors of retail sales workers    * Assistant Store Manager* Cashier Manager* Cashier Supervisor* Delicatessen Department Manager* Produce Department Supervisor* Sales Clerk Supervisor* Used Car Sales Supervisor,1476.4,28,20,61,,
,First-line supervisors of transportation and material-moving workers except aircraft cargo handling supervisors,456.70001,,,,,
,Flight attendants    * Airline Flight Attendant* Airplane Flight Attendant* Flight Steward,121.9,7,75,7,,
,Floral designers    * Corsage Maker* Floral Arranger* Floral Artist* Floral Decorator* Florist* Florist Designer* Flower Arranger,51.799999,59,47,77,,
,Food batchmakers    * Almond Paste Mixer* Candy Maker* Candy Puller* Cheese Processor* Cottage Cheese Maker* Dough Scaler and Mixer* Frozen Yogurt Maker* Honey Blender* Ice Cream Maker* Liquid Sugar Fortifier* Peanut Butter Maker* Pickle Maker* Relish Maker* Taffy Puller,162.5,91,60,76,,
,Food cooking machine operators and tenders    * Doughnut Machine Operator* Dumpling Machine Operator* Fish Fryer* Food Cooking Machine Operator* Kettle Fry Cook Operator* Pierogi Maker* Potato Chip Frier* Tripe Cooker,30.4,88,89,64,,
,Food service managers    * Banquet Director* Banquet Manager* Cafeteria Director* Food Service Director* Food Service Manager* Food and Beverage Manager* Restaurant General Manager* Tavern Operator,352.60001,50,26,68,,
,Forest and conservation workers    * Forest Nursery Worker* Forester Aide* Forestry Laborer* Rangelands Conservation Laborer* Reforestation Worker* Seedling Puller* Wetlands Conservation Laborer,13.2,91,81,55,,
,Forest fire inspectors and prevention specialists    * Environmental Protection Fire Control Officer* Fire Control Officer* Fire Operations Forester* Fire Ranger* Forest Fire Control Officer* Forest Fire Officer* Wildfire Prevention Specialist* Wildland Fire Operations Specialist,2.3,25,51,58,,
,Forging machine setters operators and tenders metal and plastic    * Cold Header Operator* Forging Roll Operator* Header Setup Operator* Spike Machine Operator* Swager Operator* Swaging Machine Operator,16.4,75,92,92,,
,Foundry mold and coremakers    * Airset Caster* Airset Molder* Core Stripper* Foundry Molder* Green Sand Molder* No Bake Molder* Sand Molder* Wax Pattern Coater,17.6,85,93,47,,
,Funeral attendants    * Funeral Assistant* Funeral Attendant* Funeral Greeter* Funeral Home Assistant* Funeral Home Associate* Mortician Helper* Pallbearer* Undertaker Helper,34.299999,21,60,13,,
,Furnace kiln oven drier and kettle operators and tenders    * Calciner Operator* Dry Kiln Operator* Induction Furnace Operator* Lime Kiln Operator* Lumber Kiln Operator* Rubber Curer* Soap Drier Tender* Tunnel Kiln Operator,21.6,79,66,54,,
,Furniture finishers    * Cabinet Finisher* Furniture Refinisher* Furniture Sander* Piano Refinisher* Wood Cabinet Finisher,17.4,7,60,26,,
,Gambling and sports book writers and runners    * Betting Clerk* Bookie* Casino Floor Runner* Keno Runner* Keno Writer* Race Book Writer* Race and Sports Book Writer* Sports Book Board Attendant* Sportsbook Ticket Writer,10.4,70,80,40,,
,Gambling cage workers    * Cage Cashier* Casino Cage Cashier* Casino Cashier* Gaming Cage Cashier* Gaming Cashier,14.6,65,23,38,,
,Gambling dealers    * 21 Dealer* Blackjack Dealer* Casino Dealer* Casino Games Dealer* Craps Dealer* Keno Dealer* Poker Dealer* Roulette Dealer* Table Games Dealer,102.9,70,80,40,,
,Gambling managers    * Bingo Manager* Casino Manager* Gaming Department Head* Gaming Director* Gaming Manager* Slot Operations Director* Slots Manager* Table Games Manager,5.0999999,50,26,68,,
,Gambling service workers all other    * Card Table Attendant* Pit Clerk* Poker Prop Player* Proposition Player* Shill,10.9,70,80,40,,
,Gambling surveillance officers and gambling investigators    * Casino Investigator* Casino Surveillance Officer* Gambling Monitor* Gaming Surveillance Observer* Gaming Surveillance Officer,10.5,67,54,76,,
,Gas compressor and gas pumping station operators    * Acetylene Gas Compressor* Butane Compressor Operator* Compressor Station Operator* Gas Compressor Operator* Gas Cylinder Processor* Gas Storage Operator* High Pressure Compressed Gas Filler* LNG Plant Operator* Liquid Natural Gas Plant Operator,3.7,99,91,59,,
,Gas plant operators    * Gas Controller* Gas Plant Dispatcher* Gas Plant Operator* Gas Plant Technician* Natural Gas Plant Technician,14.7,98,80,92,,
,Glaziers    * Leaded Glass Installer* Plate Glass Installer* Stained Glass Glazier* Stained Glass Installer* Stained Glass Joiner* Window Glazier,52.799999,91,81,85,,
,Grinding lapping polishing and buffing machine tool setters operators and tenders metal and plastic    * Aluminum Polisher* Deburring Machine Operator* Jewel Bearing Facer* Metal Grinder* Tool Polishing Machine Operator,77.099998,96,79,91,,
,Hazardous materials removal workers    * Asbestos Abatement Worker* Asbestos Remover* Decontamination Worker* Hazard Waste Handler* Hazmat Technician* Irradiated Fuel Handler* Lead Abatement Worker* Radiological Control and Safety Technician,45.299999,66,77,44,,
,Healthcare support workers all other    * Ortho/Prosthetic Aide,96.900002,30,57,26,,
,Hearing aid specialists    * Hearing Aid Fitter* Hearing Aid Technician* Hearing Instrument Specialist,8.1000004,39,52,42,,
,Heat treating equipment setters operators and tenders metal and plastic    * Annealing Furnace Operator* Carburizing Furnace Operator* Flame Hardening Machine Setter* Heat Treater Apprentice* Heat Treating Furnace Tender* Induction Machine Setter* Wire Annealer* Wire Temperer,20.1,37,54,35,,
,Helpers--electricians    * Electrical Sign Wirer Helper* Electrician's Assistant* House Wirer Helper* Marine Electrician Helper* Stage Electrician Helper* Utilities Ground Worker,81.099998,44,96,14,,
,Helpers--extraction workers    * Blaster Helper* Blasting Helper* Boring Machine Operator Helper* Continuous Miner Operator Helper* Driller Helper* Loading Machine Operator Helper* Longwall Machine Operator Helper* Mining Helper* Roof Bolter Helper* Rotary Drill Operator Helper* Shale Planer Operator Helper,16.9,59,79,54,,
,Helpers--installation maintenance and repair workers    * Automobile Body Repairer Helper* Cable Splicer Helper* Hydroelectric Machinery Mechanic Helper* Locksmith Helper* Mechanic's Assistant* Meter Repairer Helper* Motorboat Mechanic Helper* Powerhouse Mechanic Helper* Streetcar Repairer Helper,101.1,84,96,35,,
,Helpers--pipelayers plumbers pipefitters and steamfitters    * Gas Main Fitter Helper* Hydraulic Plumber Helper* Industrial Gas Fitter Helper* Marine Pipefitter Helper* Marine Steam Fitter Helper* Pipe Fitter Helper* Plumber Assistant* Plumber Helper* Sewer Pipe Layer Helper* Sprinkler Fitter Helper* Trench Pipe Layer Helper* Water Main Installer Helper,59.299999,44,96,14,,
,Helpers--production workers    * Blending Tank Helper* Commercial Baker Helper* Machinist Helper* Slitter Helper* Tailor Helper* Welder Helper* Woodworker Helper,304.20001,63,83,24,,
,Highway maintenance workers    * Highway Maintainer* Highway Maintenance Crew Worker* Highway Worker* Lane Marker Installer* Road Patcher* Road Sign Installer,156.10001,68,88,48,,
,Home appliance repairers    * Certified Appliance Service Technician* Electric Stove Installer* Gas Appliance Repairer* Gas Appliance Servicer* Home Appliance Installer* Stove Installer* Vacuum Cleaner Repair Person* Vacuum Cleaner Repairer* Washing Machine Installer* Washing Machine Repairer* Window Air Conditioner Installer,38.400002,61,68,67,,
,Home health and personal care aides,3439.7,,,,,
,Hotel motel and resort desk clerks    * Assistant Innkeeper* Hotel Desk Clerk* Hotel Front Desk Clerk* Hotel Registration Clerk* Motel Clerk* Motel Front Desk Attendant* Resort Desk Clerk,276.5,2,9,2,,
,Industrial machinery mechanics    * Bag Machine Adjuster* Boilerhouse Mechanic* Foundry Equipment Mechanic* Hydroelectric Machinery Mechanic* Industrial Conveyor Belt Repairer* Loom Fixer* Loom Technician,399.39999,64,82,66,,
,Information and record clerks all other    * Election Clerk* Flight Crew Scheduler* Probate Clerk* Student Admissions Clerk,166.5,,,,,
,Inspectors testers sorters samplers and weighers    * Ampoule Examiner* Bag Grader* Cigarette Examiner* Compressed Gas Tester* Machined Parts Quality Inspector* Petroleum Sampler* Quality Assurance Inspector* Quality Control Inspector* Quality Inspector* Spark Plug Tester,590.09998,90,64,98,,
,Installation maintenance and repair workers all other    * Bowling Alley Mechanic* Fire Extinguisher Installer* Gasoline Pump Installer* Gunsmith* Ski Lift Mechanic* Wheelwright* Windmill Mechanic* Window Shade Installer,187.7,91,84,57,,
,Insulation workers mechanical    * Boiler Coverer* Heat and Frost Insulator* Pipe Coverer* Pipe Insulator* Refrigeration Insulator* Sheet Metal Insulator,27.299999,66,77,44,,
,Insurance claims and policy processing clerks    * Insurance Claims Clerk* Insurance Clerk* Insurance Examining Clerk* Insurance Policy Issue Clerk* Underwriting Assistant* Underwriting Clerk,293.89999,44,18,53,,
,Insurance sales agents    * Health Insurance Sales Agent* Insurance Agent* Insurance Broker* Life Insurance Agent* Life Insurance Salesperson* Pension Agent,501.29999,14,2,33,,
,Interviewers except eligibility and loan    * Admitting Interviewer* Census Clerk* Census Taker* Field Enumerator* Market Research Interviewer* Outpatient Interviewing Clerk* Survey Interviewer* Telephone Interviewer,201.89999,7,6,14,,
,Jewelers and precious stone and metal workers    * Diamond Grader* Diamond Polisher* Diamond Setter* Facetor* Gem Cutter* Gemologist* Goldsmith* Jewelry Repairer* Jewelsmith* Lapidarist* Pewterer* Silversmith,35.099998,20,64,81,,
,Lathe and turning machine tool setters operators and tenders metal and plastic    * Engine Lathe Operator* Gear Cutter* Screw Machine Operator* Screw Machine Tool Setter,28.200001,18,59,34,,
,Layout workers metal and plastic    * Shipfitter* Shipfitter Apprentice,8.5,98,79,75,,
,Legal secretaries and administrative assistants    * Accredited Legal Secretary* Certified Legal Secretary Specialist* Law Secretary* Legal Administrative Assistant,171.8,33,43,9,,
,Library assistants clerical    * Book Sorter* Braille and Talking Books Clerk* Circulation Clerk* Film Library Clerk* Library Aide* Library Assistant* Library Circulation Clerk* Library Clerk* Medical Library Assistant* Microfilm Clerk,90.5,17,38,9,,
,Light truck drivers    * Pharmacy Delivery Driver,1018.6,75,85,35,,
,Lighting technicians and media and communication equipment workers all other,26.6,,,,,
,Loan interviewers and clerks    * Loan Interviewer* Loan Processor* Mortgage Closing Clerk* Mortgage Loan Closer* Mortgage Loan Processing Clerk* Mortgage Loan Processor* Mortgage Processor,212.60001,38,10,42,,
,Locker room coatroom and dressing room attendants    * Athletic Equipment Manager* Bathhouse Attendant* Checkroom Attendant* Cloak Room Attendant* Coat Checker* Ladies Locker Room Attendant* Locker Room Attendant* Locker Room Manager* Locker Room Supervisor* Washroom Attendant,16.799999,70,80,40,,
,Locksmiths and safe repairers    * Key Maker* Keysmith* Lock Expert* Lock Fitter* Lock Setter* Lock Technician* Locksmith* Safe and Vault Installer* Safe and Vault Mechanic,21.1,5,33,7,,
,Locomotive engineers    * Freight Engineer* Railroad Engineer* Railway Engineer* Train Engineer,27.4,100,97,100,,
,Lodging managers    * Bed and Breakfast Innkeeper* Boardinghouse Keeper* Hotel Director* Hotel Manager* Hotel Operations Manager* Innkeeper* Lodging Facilities Manager,57.200001,50,26,68,,
,Log graders and scalers    * Log Check Scaler* Log Grader* Log Scaler* Log Sorter* Timber Estimator* Veneer Grader,4.8000002,91,81,55,,
,Logging equipment operators    * Delimber Operator* Feller Buncher Operator* Feller Operator* Grapple Operator* Grapple Skidder Operator* Log Hauler* Log Processor Operator* Log Stacker Operator* Logging Crane Operator* Logging Shovel Operator* Logging Tractor Operator* Lumber Stacker Operator* Timber Harvester Operator* Tree-Shear Operator,39.200001,91,81,55,,
,Logging workers all other    * Log Cutter* Log Peeler* Log Roper* Rigging Slinger* Timber Hand,5.6999998,91,81,55,,
,Machinists    * Automotive Machinist* CNC Machinist* Gear Machinist* Manual Lathe Machinist* Precision Machinist* Production Machinist* Tool Room Machinist,388.10001,93,75,90,,
,Mail clerks and mail machine operators except postal service    * Direct Mail Clerk* Mailroom Clerk* Packaging Clerk,88.400002,79,79,92,,
,Maintenance and repair workers general    * Building Maintenance Mechanic* Building Mechanic* Building Services Mechanic* Maintenance Mechanic* Mechanics Handyman* Plant Maintenance Technician,1516.4,91,84,57,,
,Maintenance workers machinery    * Crane Oiler,73.199997,72,81,76,,
,Manufactured building and mobile home installers    * Housetrailer Servicer* Mobile Home Mechanic* Mobile Home Servicer* Mobile Home Technician* Modular Home Crew Member,2.9000001,91,84,57,,
,Mechanical door repairers    * Automatic Door Mechanic* Door Closer Mechanic* Garage Door Technician* Mechanical Door Repairer* Overhead Door Technician,23.4,65,66,46,,
,Media and communication workers all other    * Stage Technician,35.200001,1,1,1,,
,Medical appliance technicians    * Arch-Support Maker* Brace Maker* Hearing Aid Repair Technician* Orthopaedic Technician* Orthopaedic Technologist* Orthotic Fabricator Technician* Orthotic Finish Grinding Technician* Orthotics Fitter* Orthotics Technician* Prosthetics Fabrication Technician* Prosthetics Lab Technician* Prosthetics Technician* Surgical Appliance Fitter,14.8,87,91,81,,
,Medical equipment preparers    * Central Sterile Supply Technician* Certified Registered Central Service Technician* Health Equipment Servicer* Medical Equipment Preparer* Medical Supply Technician* Oxygen Equipment Preparer* Sterile Preparation Technician* Sterile Processing Technician* Sterile Processing and Distribution Technician* Sterilization Specialist* Sterilization Technician,58.700001,30,57,26,,
,Medical secretaries and administrative assistants    * Dental Secretary* Hospital Secretary* Psychiatric Secretary,623.40002,33,43,9,,
,Merchandise displayers and window trimmers    * Display Artist* Display Decorator* Display Designer* Display Specialist* Mannequin Decorator* Merchandise Displayer* Show Floor Decorator* Visual Merchandiser* Visual Merchandising Specialist* Window Decorator* Window Draper* Window Dresser* Window Trimmer,180.39999,59,47,77,,
,Metal workers and plastic workers all other    * Electrical Discharge Machine Setup Operator* Metal Rivet Machine Operator* Tin Recovery Worker,24.9,75.25,79.25,71.25,,
,Metal-refining furnace operators and tenders    * Electric Arc Furnace Operator* Melt Room Operator* Smelter Operator,17.1,79,66,54,,
,Meter readers utilities    * Electric Meter Reader* Gas Meter Reader* Water Meter Reader,30.9,44,75,9,,
,Milling and planing machine setters operators and tenders metal and plastic    * Metal Milling Machine Operator* Metal Rotary Head Milling Machine Setup Operator* Plastic Thread Milling Machine Setup Operator,19.200001,98,79,75,,
,Millwrights    * Construction Millwright* Machine Erector* Machinery Dismantler* Maintenance Millwright* Manufacturing Millwright,48.700001,33,89,34,,
,Miscellaneous assemblers and fabricators,1389.1,72,72,55,,
,Miscellaneous construction and related workers,34.099998,44,68,57,,
,Miscellaneous first-line supervisors protective service workers,85.699997,,,,,
,Mixing and blending machine setters operators and tenders    * Asphalt Blender* Clay Mixer* Concrete Batcher* Dye Mixer* Glue Mixer* Ink Blender* Ink Mixer* Plaster Mixer* Resin Mixer,128,92,66,33,,
,Mobile heavy equipment mechanics except engines    * Bulldozer Mechanic* Construction Equipment Mechanic* Dragline Mechanic* Forklift Mechanic* Forklift Technician,152.89999,78,81,60,,
,Model makers metal and plastic    * Metal Mockup Maker* Plastic Jig and Fixture Builder,4.4000001,90,67,75,,
,Model makers wood    * Architectural Wood Model Maker,1.4,90,51,93,,
,Molders shapers and casters except metal and plastic    * Almond Paste Molder* Burial Vault Maker* Cigar Roller* Clay Modeler* Concrete Vault Maker* Glass Bender* Glass Block Bender* Glass Blower* Glass Presser* Glass Tube Bender* Mannequin Mold Maker* Neon Glass Bender* Neon Glass Blower* Neon Molder* Neon Tube Bender* Rubber Molder* Stone Carver,49.400002,44,67,25,,
,Molding coremaking and casting machine setters operators and tenders metal and plastic    * Aluminum Molding Machine Operator* Blow Mold Operator* Compression Molding Machine Operator* Plastic Cup Fabricating Machine Operator,173.39999,85,93,47,,
,Motorboat mechanics and service technicians    * Certified Marine Mechanic* Marine Propulsion Technician* Marine Technician* Motorboat Mechanic* Outboard Motor Mechanic* Outboard Technician,25.700001,62,66,54,,
,Multiple machine tool setters operators and tenders metal and plastic    * Combination Machine Tool Operator* Multi-operation Forming Machine Setter,150.5,98,79,75,,
